MDLAED,0.205932,08/28/2017,08:25:28
MDLAFN,3.839642,08/28/2017,08:25:28
MDLALL,6.223716,08/28/2017,08:25:28
MDLAMD,26.825906,08/28/2017,08:25:28
MDLANG,0.099944,08/28/2017,08:25:28
MDLAOA,9.256799,08/28/2017,08:25:28
MDLARS,0.963947,08/28/2017,08:25:28
MDLAUD,0.070620,08/28/2017,08:25:28
MDLAWG,0.099804,08/28/2017,08:25:29
MDLAZN,0.095341,08/28/2017,08:25:29
MDLBAM,0.092038,08/28/2017,08:25:29
MDLBBD,0.112139,08/28/2017,08:25:29
MDLBDT,4.546118,08/28/2017,08:25:29
MDLBGN,0.092874,08/28/2017,08:25:29
MDLBHD,0.021138,08/28/2017,08:25:29
MDLBIF,96.870208,08/28/2017,08:25:29
MDLBMD,0.056070,08/28/2017,08:25:29
MDLBND,0.075980,08/28/2017,08:25:29
MDLBOB,0.387942,08/28/2017,08:25:29
MDLBRL,0.177140,08/28/2017,08:25:29
MDLBTC,0.000013,08/28/2017,08:25:29
MDLBTN,3.591254,08/28/2017,08:25:29
MDLBWP,0.571276,08/28/2017,08:25:29
MDLBYR,1122.511983,08/28/2017,08:25:29
MDLBZD,0.112016,08/28/2017,08:25:29
MDLCAD,0.069946,08/28/2017,08:25:29
MDLCDF,86.487591,08/28/2017,08:25:30
MDLCHF,0.053614,08/28/2017,08:25:30
MDLCLP,35.554810,08/28/2017,08:25:30
MDLCNY,0.372275,08/28/2017,08:25:30
MDLCOP,163.823954,08/28/2017,08:25:30
MDLCRC,32.034767,08/28/2017,08:25:30
MDLCUC,0.056070,08/28/2017,08:25:30
MDLCVE,5.181946,08/28/2017,08:25:30
MDLCZK,1.225680,08/28/2017,08:25:30
MDLDJF,9.973087,08/28/2017,08:25:30
MDLDKK,0.349591,08/28/2017,08:25:30
MDLDOP,2.629661,08/28/2017,08:25:30
MDLDZD,6.138268,08/28/2017,08:25:30
MDLEGP,0.986716,08/28/2017,08:25:30
MDLERN,0.857316,08/28/2017,08:25:30
MDLETB,1.295394,08/28/2017,08:25:30
MDLEUR,0.046964,08/28/2017,08:25:30
MDLFJD,0.113961,08/28/2017,08:25:30
MDLFKP,0.043493,08/28/2017,08:25:30
MDLGBP,0.043526,08/28/2017,08:25:31
MDLGEL,0.134892,08/28/2017,08:25:31
MDLGHS,0.246902,08/28/2017,08:25:31
MDLGIP,0.043511,08/28/2017,08:25:31
MDLGMD,2.517522,08/28/2017,08:25:31
MDLGNF,495.374301,08/28/2017,08:25:31
MDLGTQ,0.408046,08/28/2017,08:25:31
MDLGYD,11.413513,08/28/2017,08:25:31
MDLHKD,0.438622,08/28/2017,08:25:31
MDLHNL,1.307429,08/28/2017,08:25:31
MDLHRK,0.346213,08/28/2017,08:25:31
MDLHTG,3.480236,08/28/2017,08:25:31
MDLHUF,14.279787,08/28/2017,08:25:31
MDLIDR,747.799317,08/28/2017,08:25:31
MDLILS,0.200510,08/28/2017,08:25:31
MDLINR,3.582843,08/28/2017,08:25:31
MDLIQD,65.377072,08/28/2017,08:25:31
MDLIRR,1857.415307,08/28/2017,08:25:31
MDLISK,5.881694,08/28/2017,08:25:31
MDLJMD,7.123634,08/28/2017,08:25:32
MDLJOD,0.039669,08/28/2017,08:25:32
MDLJPY,6.120159,08/28/2017,08:25:32
MDLKES,5.772358,08/28/2017,08:25:32
MDLKGS,3.837062,08/28/2017,08:25:32
MDLKHR,227.081580,08/28/2017,08:25:32
MDLKMF,23.423073,08/28/2017,08:25:32
MDLKPW,50.462586,08/28/2017,08:25:32
MDLKRW,62.747409,08/28/2017,08:25:32
MDLKWD,0.016899,08/28/2017,08:25:32
MDLKYD,0.045995,08/28/2017,08:25:32
MDLKZT,18.660500,08/28/2017,08:25:32
MDLLAK,464.087485,08/28/2017,08:25:32
MDLLBP,84.418282,08/28/2017,08:25:32
MDLLKR,8.573031,08/28/2017,08:25:32
MDLLRD,6.408747,08/28/2017,08:25:32
MDLLSL,0.728890,08/28/2017,08:25:32
MDLLTL,0.170939,08/28/2017,08:25:32
MDLLVL,0.034794,08/28/2017,08:25:32
MDLLYD,0.076619,08/28/2017,08:25:32
MDLMAD,0.527138,08/28/2017,08:25:33
MDLMGA,178.581436,08/28/2017,08:25:33
MDLMKD,2.893748,08/28/2017,08:25:33
MDLMMK,75.862053,08/28/2017,08:25:33
MDLMNT,136.024671,08/28/2017,08:25:33
MDLMOP,0.451758,08/28/2017,08:25:33
MDLMRO,20.241108,08/28/2017,08:25:33
MDLMUR,1.925988,08/28/2017,08:25:33
MDLMVR,0.870195,08/28/2017,08:25:33
MDLMWK,40.149708,08/28/2017,08:25:33
MDLMXN,0.989011,08/28/2017,08:25:33
MDLMYR,0.239135,08/28/2017,08:25:33
MDLMZN,3.322141,08/28/2017,08:25:33
MDLNAD,0.730610,08/28/2017,08:25:33
MDLNGN,20.465371,08/28/2017,08:25:33
MDLNIO,1.654612,08/28/2017,08:25:33
MDLNOK,0.434386,08/28/2017,08:25:33
MDLNPR,5.727503,08/28/2017,08:25:34
MDLNZD,0.077426,08/28/2017,08:25:34
MDLOMR,0.021576,08/28/2017,08:25:34
MDLPAB,0.056070,08/28/2017,08:25:34
MDLPEN,0.181290,08/28/2017,08:25:34
MDLPGK,0.177157,08/28/2017,08:25:34
MDLPHP,2.861228,08/28/2017,08:25:34
MDLPKR,5.906925,08/28/2017,08:25:34
MDLPLN,0.199736,08/28/2017,08:25:34
MDLPYG,315.783584,08/28/2017,08:25:34
MDLQAR,0.204082,08/28/2017,08:25:34
