GBPQAR,5.002407,12/02/2017,23:09:11
GBPRON,5.239612,12/02/2017,23:09:11
GBPRSD,134.28932,12/02/2017,23:09:11
GBPRUB,79.310212,12/02/2017,23:09:11
GBPRWF,1124.849462,12/02/2017,23:09:11
GBPSAR,5.052074,12/02/2017,23:09:11
GBPSBD,10.563287,12/02/2017,23:09:11
GBPSCR,18.24861,12/02/2017,23:09:11
GBPSDG,8.972449,12/02/2017,23:09:11
GBPSEK,11.234804,12/02/2017,23:09:11
GBPSGD,1.812798,12/02/2017,23:09:11
GBPSHP,0.999803,12/02/2017,23:09:11
GBPSLL,10279.55008,12/02/2017,23:09:11
GBPSOS,747.726543,12/02/2017,23:09:11
GBPSRD,9.943235,12/02/2017,23:09:11
GBPSTD,27763.135908,12/02/2017,23:09:11
GBPSVC,11.788973,12/02/2017,23:09:11
GBPSYP,693.808947,12/02/2017,23:09:11
GBPSZL,18.455771,12/02/2017,23:09:11
GBPTHB,43.893545,12/02/2017,23:09:11
GBPTJS,11.881575,12/02/2017,23:09:11
GBPTMT,4.580664,12/02/2017,23:09:11
GBPTND,3.341687,12/02/2017,23:09:11
GBPTOP,3.086699,12/02/2017,23:09:11
GBPTRY,5.273697,12/02/2017,23:09:11
GBPTTD,9.080094,12/02/2017,23:09:11
GBPTWD,40.370523,12/02/2017,23:09:11
GBPTZS,3009.766358,12/02/2017,23:09:11
GBPUAH,36.470667,12/02/2017,23:09:11
GBPUGX,4886.491472,12/02/2017,23:09:11
GBPUSD,1.347254,12/02/2017,23:09:11
GBPUYU,39.003011,12/02/2017,23:09:11
GBPUZS,10899.287011,12/02/2017,23:09:11
GBPVEF,13.438192,12/02/2017,23:09:11
GBPVND,30581.323317,12/02/2017,23:09:11
GBPVUV,143.455632,12/02/2017,23:09:11
GBPWST,3.472553,12/02/2017,23:09:11
GBPXAF,742.054117,12/02/2017,23:09:11
GBPXCD,3.642445,12/02/2017,23:09:11
GBPXOF,774.199664,12/02/2017,23:09:11
GBPXPF,135.634868,12/02/2017,23:09:11
GBPYER,336.746186,12/02/2017,23:09:11
GBPZAR,18.449978,12/02/2017,23:09:11
GBPZMW,13.580812,12/02/2017,23:09:11
GBPZWL,434.294146,12/02/2017,23:09:11
